,Tube_ID,row_counter,Lake_name,Invasion_category,Sample_type,Sample_origin,Collected_year,Collected_month_number,Littoral_zoobenthic_macroinvert_community_sample,Transect,Lat,Long,Sample_depth,Total_count,Vial_count,Functional_feeding_group,Method_of_take,real.name,Functional_group,Common_name,Scientific_name,Total_length_mm,Weight_g,Tube_box,Tube_size_ml,Preservative,Isotope_sample_weight_mg,Davis_ID_long,d13C,Total.C..µg.,d15N,Total.N..µg.,Type.of.Material,Sample.Weight..mg..from.Sample.List,Internal.ID,Lake_max_depth_m,Lake_surface_elev_m,Current_conversion,Secchi_m,Surface_area_ha,n,d13C_baseline,d13C_base_se,d15N_baseline,d15N_base_se,d13C_corr,d15N_corr,Lake_elevation,Lake_area,Lake_depth,Collected_date,Collected_month_name_long,Collected_month_name_short,Collected_time,Depth,Total._count,Remove.from.case,Approx.weight.of.tube..g.,Notes1,Notes2,Wet.weight.tube..g.,In_oven_date,Oven_temp_C,Test1.date,Test1.weight.tube..g.,Test2.date,Test2.weight.tube..g.,Daily.change,Test.3.date,Test.3.weight..g.,Daily.change.1,Out_oven_date,Dry_time_h,Est.pre.powder.dry.sample.in.tube..g.,Est...isotope.samples.in.tube,Powder.complete.date,Post.powder.Powder.tube.weight..g.,Powder.lost..g.,Powder.available.for.isotope.caps..g.,Est.number.of.isotope.caps.possible.from.powder,Cell.well.tray,Mixed.sample..Y.N,Count.of.individuals,Weight.of.individual,Mixed.with.which.tube.,Powder.weight.contributed..mg.,Empty.,Well_Row,Well_Column,Isotope_sample_ID_.year.tray.x.y.,Isotope_sample_complete_date
92,19-048,359,Hungry Horse,Reference,Periphyton,Autochthonous,2019,6,NO,NA,48.018702,-113.586312,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-2,15,Water,9.909,INDIA-E-03,-21.98,744.68,-0.1,56.07,Plant,9.909,1668625,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,6.448333333,-1.134166667,1112,9630,149,6/5/2019,June,Jun,NA,0.5,NA,NA,NA,Peri 2,Devil's corkscrew,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,9.909,N,F,10,2019-NOV-10-001-F-10,11/10/2019
94,19-049,269,Hungry Horse,Reference,Periphyton,Autochthonous,2019,6,NO,NA,48.018702,-113.586312,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-2,15,Water,9.944,INDIA-E-04,-22.48,1247.99,-0.34,98.4,Plant,9.944,1668626,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,5.948333333,-1.374166667,1112,9630,149,6/5/2019,June,Jun,NA,0.5,NA,NA,NA,Peri 3,Devil's corkscrew,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,9.944,N,F,6,2019-NOV-10-001-F-6,11/10/2019
96,19-049,305,Hungry Horse,Reference,Periphyton,Autochthonous,2019,6,NO,NA,48.018702,-113.586312,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-2,15,Water,9.968,INDIA-E-05,-22.73,1400.72,-0.02,111.71,Plant,9.968,1668627,149,1112,0,4.33,9630,12,-28.42833333,0.530524088,1.034166667,0.345315969,5.698333333,-1.054166667,1112,9630,149,6/5/2019,June,Jun,NA,0.5,NA,NA,NA,Peri 3,Devil's corkscrew,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,9.944,N,F,6,2019-NOV-10-001-F-6,11/10/2019
98,19-050,468,Kintla,Late,Periphyton,Autochthonous,2019,6,NO,NA,48.943949,-114.34524,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-2,15,Water,9.938,INDIA-E-07,-29.91,2032.98,-0.84,175.58,Plant,9.938,1668629,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,-2.748,-1.309,1221,1039,120,6/29/2019,June,Jun,NA,0.5,NA,NA,NA,Peri 1,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,10.026,N,E,9,2019-NOV-10-001-E-9,11/10/2019
100,19-050,467,Kintla,Late,Periphyton,Autochthonous,2019,6,NO,NA,48.943949,-114.34524,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-2,15,Water,10.026,INDIA-E-06,-30.22,2377.02,-1.07,204.06,Plant,10.026,1668628,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,-3.058,-1.539,1221,1039,120,6/29/2019,June,Jun,NA,0.5,NA,NA,NA,Peri 1,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,10.026,N,E,9,2019-NOV-10-001-E-9,11/10/2019
102,19-051,469,Kintla,Late,Periphyton,Autochthonous,2019,6,NO,NA,48.943949,-114.34524,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-2,15,Water,9.982,INDIA-E-08,-27.69,2329.75,-0.3,208.61,Plant,9.982,1668630,120,1221,0.98,14.33,1039,10,-27.162,0.453310784,0.469,0.220254651,-0.528,-0.769,1221,1039,120,6/29/2019,June,Jun,NA,0.5,NA,NA,NA,Peri 2,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,9.982,N,E,11,2019-NOV-10-001-E-11,11/10/2019
103,19-053,1210,Swan,Mid,Invertebrate,Autochthonous,2019,5,NO,NA,,,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,0.907,HOTEL-C-05,-29.87,188.57,7.23,22.6,Invertebrate,0.907,1668507,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,0.61,5.178421053,1000,2650,40,5/31/2019,May,May,NA,5,NA,NA,NA,Zoop 1,,,8/29/2019 12:45,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-001,N,,,NA,0.907,Y,H,11,2019-NOV-02-001-H-11,11/2/2019
104,19-054,1222,Swan,Mid,Invertebrate,Autochthonous,2019,5,NO,NA,,,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,0.928,INDIA-A-11,-29,269.36,6.38,26.76,Invertebrate,0.928,1668585,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,1.48,4.328421053,1000,2650,40,5/31/2019,May,May,NA,5,NA,NA,NA,Zoop 2,,,8/29/2019 12:45,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-002,N,,,NA,0.928,Y,A,2,2019-NOV-02-002-A-2,11/2/2019
105,19-055,1209,Swan,Mid,Invertebrate,Autochthonous,2019,5,NO,NA,,,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,0.933,INDIA-A-12,-31.26,236.73,4.83,25.14,Invertebrate,0.933,1668586,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-0.78,2.778421053,1000,2650,40,5/31/2019,May,May,NA,5,NA,NA,NA,Zoop 3,,,8/29/2019 12:45,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-002,N,,,NA,0.933,Y,A,5,2019-NOV-02-002-A-5,11/2/2019
106,19-056,1201,Swan,Mid,Periphyton,Autochthonous,2019,5,NO,NA,47.951331,-113.879138,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-1,15,Water,10.017,INDIA-E-09,-24.51,884.33,2.54,48.91,Plant,10.017,1668631,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,5.97,0.488421053,1000,2650,40,5/31/2019,May,May,NA,0.5,NA,NA,NA,Peri 1,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,10.017,N,C,6,2019-NOV-10-001-C-6,11/10/2019
107,19-057,1271,Swan,Mid,Periphyton,Autochthonous,2019,5,NO,NA,47.951331,-113.879138,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-3,15,Water,10.1,INDIA-E-12,-24.31,872.87,1.8,47.09,Plant,10.1,1668634,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,6.17,-0.251578947,1000,2650,40,5/31/2019,May,May,NA,0.5,NA,NA,NA,Peri 2,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,9.952,N,C,8,2019-NOV-10-001-C-8,11/10/2019
110,19-057,1296,Swan,Mid,Periphyton,Autochthonous,2019,5,NO,NA,47.951331,-113.879138,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-3,15,Water,10.099,INDIA-E-10,-24.36,815.6,2.09,46.63,Plant,10.099,1668632,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,6.12,0.038421053,1000,2650,40,5/31/2019,May,May,NA,0.5,NA,NA,NA,Peri 2,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,9.952,N,C,8,2019-NOV-10-001-C-8,11/10/2019
113,19-057,1270,Swan,Mid,Periphyton,Autochthonous,2019,5,NO,NA,47.951331,-113.879138,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-3,15,Water,9.952,INDIA-E-11,-24.38,852.25,2.64,46.4,Plant,9.952,1668633,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,6.1,0.588421053,1000,2650,40,5/31/2019,May,May,NA,0.5,NA,NA,NA,Peri 2,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,9.952,N,C,8,2019-NOV-10-001-C-8,11/10/2019
116,19-058,1226,Swan,Mid,Periphyton,Autochthonous,2019,5,NO,NA,47.951331,-113.879138,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-3,15,Water,9.9,INDIA-F-01,-24.41,863.7,2.64,47.77,Plant,9.9,1668635,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,6.07,0.588421053,1000,2650,40,5/31/2019,May,May,NA,0.5,NA,NA,NA,Peri 3,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,9.9,N,C,10,2019-NOV-10-001-C-10,11/10/2019
117,19-059,1181,Quartz,Mid,Invertebrate,Autochthonous,2019,7,YES,NA,48.822504,-114.135395,0.5,1,1,Collector-gatherer-scraper,D-net,Physidae,Littoral forage Invertebrate,Physid snail,Physidae,NA,NA,2019-15-3,15,Ethanol,0.959,INDIA-F-02,-16.59,425.76,-0.31,111.48,Invertebrate,0.959,1668636,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,6.828,-1.361333333,1345,352,84,7/22/2019,July,Jul,NA,0.5,,DONE 8/29/19 cw,NA,,Removed from case 8/29/19 cw,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,0.939,N,D,1,2019-NOV-10-001-D-1,11/10/2019
119,19-059,1185,Quartz,Mid,Invertebrate,Autochthonous,2019,7,YES,NA,48.822504,-114.135395,0.5,1,1,Collector-gatherer-scraper,D-net,Physidae,Littoral forage Invertebrate,Physid snail,Physidae,NA,NA,2019-15-3,15,Ethanol,0.939,INDIA-F-03,-19.09,434.84,0.09,97.71,Invertebrate,0.939,1668637,84,1345,0.61,11,352,15,-23.418,0.48205631,1.051333333,0.219540357,4.328,-0.961333333,1345,352,84,7/22/2019,July,Jul,NA,0.5,,DONE 8/29/19 cw,NA,,Removed from case 8/29/19 cw,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,0.939,N,D,1,2019-NOV-10-001-D-1,11/10/2019
121,19-060,858,McDonald,Late,Invertebrate,Autochthonous,2019,8,NO,NA,48.546744,-113.972719,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,0.901,HOTEL-C-06,-37.63,336.96,3.05,34.81,Invertebrate,0.901,1668508,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-13.194375,2.3825,961,2760,144,8/6/2019,August,Aug,NA,5,NA,NA,NA,Zoop 1,,,8/29/2019 12:45,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-001,N,,,NA,0.901,Y,H,12,2019-NOV-02-001-H-12,11/2/2019
122,19-061,982,McDonald,Late,Invertebrate,Autochthonous,2019,8,NO,NA,48.546744,-113.972719,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,0.924,INDIA-B-01,-36.94,348.66,4.34,34.99,Invertebrate,0.924,1668587,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-12.504375,3.6725,961,2760,144,8/6/2019,August,Aug,NA,5,NA,NA,NA,Zoop 2,,,8/29/2019 12:45,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-002,N,,,NA,0.924,Y,A,6,2019-NOV-02-002-A-6,11/2/2019
123,19-062,889,McDonald,Late,Invertebrate,Autochthonous,2019,8,NO,NA,48.546744,-113.972719,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,0.944,INDIA-B-02,-33.71,250.71,4.38,28.85,Invertebrate,0.944,1668588,144,961,0.81,8.33,2760,16,-24.435625,0.649470277,0.6675,0.205283341,-9.274375,3.7125,961,2760,144,8/6/2019,August,Aug,NA,5,NA,NA,NA,Zoop 3,,,8/29/2019 12:45,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-002,N,,,NA,0.944,Y,A,3,2019-NOV-02-002-A-3,11/2/2019
124,19-063,66,Big Salmon,Reference,Periphyton,Autochthonous,2019,8,NO,NA,47.585993,-113.420044,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-1,15,Water,10.09,INDIA-F-04,-21.68,127.52,0.29,12.51,Plant,10.09,1668638,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,1.99625,-0.52375,1340,393,42,8/20/2019,August,Aug,NA,0.5,NA,NA,NA,Peri 1,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,10.09,N,A,5,2019-NOV-10-001-A-5,11/10/2019
126,19-063,65,Big Salmon,Reference,Periphyton,Autochthonous,2019,8,NO,NA,47.585993,-113.420044,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-1,15,Water,9.903,INDIA-F-05,-21.36,144.89,0.46,12.06,Plant,9.903,1668639,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,2.31625,-0.35375,1340,393,42,8/20/2019,August,Aug,NA,0.5,NA,NA,NA,Peri 1,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,10.09,N,A,5,2019-NOV-10-001-A-5,11/10/2019
128,19-064,41,Big Salmon,Reference,Periphyton,Autochthonous,2019,8,NO,NA,47.585993,-113.420044,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-1,15,Water,9.997,INDIA-F-07,-19.06,546.23,0.25,40.15,Plant,9.997,1668641,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,4.61625,-0.56375,1340,393,42,8/20/2019,August,Aug,NA,0.5,NA,NA,NA,Peri 3,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,9.921,N,A,3,2019-NOV-10-001-A-3,11/10/2019
130,19-064,80,Big Salmon,Reference,Periphyton,Autochthonous,2019,8,NO,NA,47.585993,-113.420044,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-1,15,Water,9.921,INDIA-F-06,-18.74,621.41,0.1,50.04,Plant,9.921,1668640,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,4.93625,-0.71375,1340,393,42,8/20/2019,August,Aug,NA,0.5,NA,NA,NA,Peri 3,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,9.921,N,A,3,2019-NOV-10-001-A-3,11/10/2019
132,19-065,6,Big Salmon,Reference,Periphyton,Autochthonous,2019,8,NO,NA,47.585993,-113.420044,0.5,NA,NA,NA,Brush,Periphyton,Littoral forage Periphyton,Periphyton,Periphyton,NA,NA,2019-15-1,15,Water,9.921,INDIA-F-09,-20.81,177.16,0.62,15.02,Plant,9.921,1668643,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,2.86625,-0.19375,1340,393,42,8/20/2019,August,Aug,NA,0.5,NA,NA,NA,Peri 2,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,9.921,N,A,7,2019-NOV-10-001-A-7,11/10/2019
133,19-066,109,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,NO,NA,47.590177,-113.409681,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,0.914,HOTEL-C-07,-36.69,365.26,3.47,39.77,Invertebrate,0.914,1668509,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-13.01375,2.65625,1340,393,42,8/20/2019,August,Aug,NA,5,NA,NA,NA,Zoop 1,,,8/29/2019 12:45,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-001,N,,,NA,0.914,Y,H,9,2019-NOV-02-001-H-9,11/2/2019
134,19-067,42,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,NO,NA,47.590177,-113.409681,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,1.025,HOTEL-C-09,-35.2,442.17,5.09,59.16,Invertebrate,1.025,1668511,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-11.52375,4.27625,1340,393,42,8/20/2019,August,Aug,NA,5,NA,NA,NA,Zoop 2,,,8/29/2019 12:45,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-001,N,,,NA,1.025,Y,H,6,2019-NOV-02-001-H-6,11/2/2019
135,19-068,46,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,NO,NA,47.590177,-113.409681,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,0.922,HOTEL-C-10,-36.32,375.44,4.43,46.78,Invertebrate,0.922,1668512,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-12.64375,3.61625,1340,393,42,8/20/2019,August,Aug,NA,5,NA,NA,NA,Zoop 3,,,8/29/2019 12:45,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-001,N,,,NA,0.922,Y,H,5,2019-NOV-02-001-H-5,11/2/2019
136,19-069,97,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,NO,NA,47.590177,-113.409681,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,0.916,INDIA-B-03,-35.61,204.1,4.06,25.95,Invertebrate,0.916,1668589,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-11.93375,3.24625,1340,393,42,8/20/2019,August,Aug,NA,5,NA,NA,NA,Zoop 4,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-002,N,,,NA,0.916,Y,A,4,2019-NOV-02-002-A-4,11/2/2019
137,19-070,70,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,NO,NA,47.590177,-113.409681,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,0.916,INDIA-B-04,-38.02,348.66,3.25,36.62,Invertebrate,0.916,1668590,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,-14.34375,2.43625,1340,393,42,8/20/2019,August,Aug,NA,5,NA,NA,NA,Zoop 5,,,8/29/2019 12:45,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-002,N,,,NA,0.916,Y,A,1,2019-NOV-02-002-A-1,11/2/2019
138,19-072,144,Bowman,Late,Invertebrate,Autochthonous,2019,6,NO,NA,48.842658,-114.184483,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,1.074,HOTEL-C-11,-27.21,94.58,1.7,6.39,Invertebrate,1.074,1668513,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,1.066,0.736,1228,910,77,6/19/2019,June,Jun,NA,5,NA,NA,NA,Zoop 3,,,8/29/2019 12:45,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-001,N,,,NA,1.074,Y,H,4,2019-NOV-02-001-H-4,11/2/2019
139,19-073,257,Bowman,Late,Invertebrate,Autochthonous,2019,6,NO,NA,48.842658,-114.184483,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,0.932,HOTEL-C-12,-33.9,274.77,3.71,26.54,Invertebrate,0.932,1668514,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,-5.624,2.746,1228,910,77,6/19/2019,June,Jun,NA,5,NA,NA,NA,Zoop 4,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-001,N,,,NA,0.932,Y,H,10,2019-NOV-02-001-H-10,11/2/2019
140,19-074,238,Bowman,Late,Invertebrate,Autochthonous,2019,6,NO,NA,48.842658,-114.184483,5,NA,NA,Filterer-collector-phytoplanktivore,Zooplankton tow,Zooplankton,Pelagic forage Invertebrate,Zooplankton,Zooplankton,NA,NA,2019-50-3,50,Water,1,INDIA-B-05,-36.66,343.99,3.93,34.53,Invertebrate,1,1668591,77,1228,0.91,13.33,910,15,-28.276,0.256377326,0.964,0.310291414,-8.384,2.966,1228,910,77,6/19/2019,June,Jun,NA,5,NA,NA,NA,Zoop 5,,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 13:30,,,,,NA,,NA,NA,2019-NOV-02-002,N,,,NA,1,Y,A,8,2019-NOV-02-002-A-8,11/2/2019
141,19-075,16,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,NA,47.586492,-113.420289,0.5,1,1,Collector-gatherer-scraper,D-net,Planorbidae,Littoral forage Invertebrate,Planorbid snail,Planorbidae,NA,NA,2019-15-3,15,Ethanol,0.923,INDIA-G-01,-16.04,398.52,0.78,83.15,Invertebrate,0.923,1668647,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,7.63625,-0.03375,1340,393,42,8/20/2019,August,Aug,NA,0.5,1,DONE 8/29/19 cw,NA,,Removed from case 8/29/19 cw,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,0.987,N,D,4,2019-NOV-10-001-D-4,11/10/2019
146,19-075,34,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,NA,47.586492,-113.420289,0.5,1,1,Collector-gatherer-scraper,D-net,Planorbidae,Littoral forage Invertebrate,Planorbid snail,Planorbidae,NA,NA,2019-15-3,15,Ethanol,1.077,INDIA-F-11,-17.94,412.14,0.27,113.76,Invertebrate,1.077,1668645,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,5.73625,-0.54375,1340,393,42,8/20/2019,August,Aug,NA,0.5,1,DONE 8/29/19 cw,NA,,Removed from case 8/29/19 cw,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,0.987,N,D,4,2019-NOV-10-001-D-4,11/10/2019
151,19-075,124,Big Salmon,Reference,Invertebrate,Autochthonous,2019,8,YES,NA,47.586492,-113.420289,0.5,1,1,Collector-gatherer-scraper,D-net,Planorbidae,Littoral forage Invertebrate,Planorbid snail,Planorbidae,NA,NA,2019-15-3,15,Ethanol,0.937,INDIA-G-02,-16.66,382.64,0.86,85.08,Invertebrate,0.937,1668648,42,1340,0,9.33,393,8,-23.67625,1.033736181,0.81375,0.128701447,7.01625,0.04625,1340,393,42,8/20/2019,August,Aug,NA,0.5,1,DONE 8/29/19 cw,NA,,Removed from case 8/29/19 cw,,8/29/2019 12:15,60,,,,NA,,,NA,,9/2/2019 15:00,,,,,NA,,NA,NA,2019-NOV-10-001,N,,,NA,0.987,N,D,4,2019-NOV-10-001-D-4,11/10/2019
